filename,case_id,center,station,fold
center_1_case_14_13L.png,center_1_case_14,center_1,13L,0
center_1_case_14_13R.png,center_1_case_14,center_1,13R,0
center_1_case_14_6L.png,center_1_case_14,center_1,6L,0
center_1_case_14_6R.png,center_1_case_14,center_1,6R,0
center_1_case_14_7L.png,center_1_case_14,center_1,7L,0
center_1_case_14_7R.png,center_1_case_14,center_1,7R,0
center_1_case_14_8.png,center_1_case_14,center_1,8,0
center_1_case_14_9.png,center_1_case_14,center_1,9,0
center_1_case_15_10L.png,center_1_case_15,center_1,10L,0
center_1_case_15_10R.png,center_1_case_15,center_1,10R,0
center_1_case_15_11L.png,center_1_case_15,center_1,11L,0
center_1_case_15_11R.png,center_1_case_15,center_1,11R,0
center_1_case_15_12L.png,center_1_case_15,center_1,12L,0
center_1_case_15_12R.png,center_1_case_15,center_1,12R,0
center_1_case_15_13L.png,center_1_case_15,center_1,13L,0
center_1_case_15_13R.png,center_1_case_15,center_1,13R,0
center_1_case_15_6L.png,center_1_case_15,center_1,6L,0
center_1_case_15_6R.png,center_1_case_15,center_1,6R,0
center_1_case_15_7L.png,center_1_case_15,center_1,7L,0
center_1_case_15_7R.png,center_1_case_15,center_1,7R,0
center_1_case_15_8.png,center_1_case_15,center_1,8,0
center_1_case_15_9.png,center_1_case_15,center_1,9,0
center_1_case_16_10L.png,center_1_case_16,center_1,10L,0
center_1_case_16_10R.png,center_1_case_16,center_1,10R,0
center_1_case_16_11L.png,center_1_case_16,center_1,11L,0
center_1_case_16_11R.png,center_1_case_16,center_1,11R,0
center_1_case_16_12L.png,center_1_case_16,center_1,12L,0
center_1_case_16_12R.png,center_1_case_16,center_1,12R,0
center_1_case_16_13L.png,center_1_case_16,center_1,13L,0
center_1_case_16_13R.png,center_1_case_16,center_1,13R,0
center_1_case_16_6L.png,center_1_case_16,center_1,6L,0
center_1_case_16_6R.png,center_1_case_16,center_1,6R,0
center_1_case_16_7L.png,center_1_case_16,center_1,7L,0
center_1_case_16_7R.png,center_1_case_16,center_1,7R,0
center_1_case_16_8.png,center_1_case_16,center_1,8,0
center_1_case_16_9.png,center_1_case_16,center_1,9,0
center_1_case_17_10L.png,center_1_case_17,center_1,10L,0
center_1_case_17_10R.png,center_1_case_17,center_1,10R,0
center_1_case_17_11L.png,center_1_case_17,center_1,11L,0
center_1_case_17_11R.png,center_1_case_17,center_1,11R,0
center_1_case_17_12L.png,center_1_case_17,center_1,12L,0
center_1_case_17_12R.png,center_1_case_17,center_1,12R,0
center_1_case_17_13L.png,center_1_case_17,center_1,13L,0
center_1_case_17_13R.png,center_1_case_17,center_1,13R,0
center_1_case_17_6L.png,center_1_case_17,center_1,6L,0
center_1_case_17_6R.png,center_1_case_17,center_1,6R,0
center_1_case_17_7L.png,center_1_case_17,center_1,7L,0
center_1_case_17_7R.png,center_1_case_17,center_1,7R,0
center_1_case_17_8.png,center_1_case_17,center_1,8,0
center_1_case_17_9.png,center_1_case_17,center_1,9,0
center_1_case_2_10L.png,center_1_case_2,center_1,10L,0
center_1_case_2_10R.png,center_1_case_2,center_1,10R,0
center_1_case_2_11L.png,center_1_case_2,center_1,11L,0
center_1_case_2_11R.png,center_1_case_2,center_1,11R,0
center_1_case_2_12L.png,center_1_case_2,center_1,12L,0
center_1_case_2_12R.png,center_1_case_2,center_1,12R,0
center_1_case_2_13L.png,center_1_case_2,center_1,13L,0
center_1_case_2_13R.png,center_1_case_2,center_1,13R,0
center_1_case_2_6L.png,center_1_case_2,center_1,6L,0
center_1_case_2_6R.png,center_1_case_2,center_1,6R,0
center_1_case_2_7L.png,center_1_case_2,center_1,7L,0
center_1_case_2_7R.png,center_1_case_2,center_1,7R,0
center_1_case_2_8.png,center_1_case_2,center_1,8,0
center_1_case_2_9.png,center_1_case_2,center_1,9,0
center_1_case_3_10L.png,center_1_case_3,center_1,10L,0
center_1_case_3_10R.png,center_1_case_3,center_1,10R,0
center_1_case_3_11L.png,center_1_case_3,center_1,11L,0
center_1_case_3_11R.png,center_1_case_3,center_1,11R,0
center_1_case_3_12L.png,center_1_case_3,center_1,12L,0
center_1_case_3_12R.png,center_1_case_3,center_1,12R,0
center_1_case_3_13L.png,center_1_case_3,center_1,13L,0
center_1_case_3_13R.png,center_1_case_3,center_1,13R,0
center_1_case_3_6L.png,center_1_case_3,center_1,6L,0
center_1_case_3_6R.png,center_1_case_3,center_1,6R,0
center_1_case_3_7L.png,center_1_case_3,center_1,7L,0
center_1_case_3_7R.png,center_1_case_3,center_1,7R,0
center_1_case_3_8.png,center_1_case_3,center_1,8,0
center_1_case_3_9.png,center_1_case_3,center_1,9,0
center_1_case_4_10L.png,center_1_case_4,center_1,10L,0
center_1_case_4_10R.png,center_1_case_4,center_1,10R,0
center_1_case_4_11L.png,center_1_case_4,center_1,11L,0
center_1_case_4_11R.png,center_1_case_4,center_1,11R,0
center_1_case_4_12L.png,center_1_case_4,center_1,12L,0
center_1_case_4_12R.png,center_1_case_4,center_1,12R,0
center_1_case_4_13L.png,center_1_case_4,center_1,13L,0
center_1_case_4_13R.png,center_1_case_4,center_1,13R,0
center_1_case_4_6L.png,center_1_case_4,center_1,6L,0
center_1_case_4_6R.png,center_1_case_4,center_1,6R,0
center_1_case_4_7L.png,center_1_case_4,center_1,7L,0
center_1_case_4_7R.png,center_1_case_4,center_1,7R,0
center_1_case_4_8.png,center_1_case_4,center_1,8,0
center_1_case_4_9.png,center_1_case_4,center_1,9,0
center_1_case_5_10L.png,center_1_case_5,center_1,10L,0
center_1_case_5_10R.png,center_1_case_5,center_1,10R,0
center_1_case_5_11L.png,center_1_case_5,center_1,11L,0
center_1_case_5_11R.png,center_1_case_5,center_1,11R,0
center_1_case_5_12L.png,center_1_case_5,center_1,12L,0
center_1_case_5_12R.png,center_1_case_5,center_1,12R,0
center_1_case_5_13L.png,center_1_case_5,center_1,13L,0
center_1_case_5_13R.png,center_1_case_5,center_1,13R,0
center_1_case_5_8.png,center_1_case_5,center_1,8,0
center_1_case_5_9.png,center_1_case_5,center_1,9,0
center_1_case_6_10L.png,center_1_case_6,center_1,10L,0
center_1_case_6_10R.png,center_1_case_6,center_1,10R,0
center_1_case_6_11L.png,center_1_case_6,center_1,11L,0
center_1_case_6_11R.png,center_1_case_6,center_1,11R,0
center_1_case_6_12L.png,center_1_case_6,center_1,12L,0
center_1_case_6_12R.png,center_1_case_6,center_1,12R,0
center_1_case_6_13L.png,center_1_case_6,center_1,13L,0
center_1_case_6_13R.png,center_1_case_6,center_1,13R,0
center_1_case_6_6L.png,center_1_case_6,center_1,6L,0
center_1_case_6_6R.png,center_1_case_6,center_1,6R,0
center_1_case_6_7L.png,center_1_case_6,center_1,7L,0
center_1_case_6_7R.png,center_1_case_6,center_1,7R,0
center_1_case_6_8.png,center_1_case_6,center_1,8,0
center_1_case_6_9.png,center_1_case_6,center_1,9,0
center_1_case_7_10L.png,center_1_case_7,center_1,10L,0
center_1_case_7_10R.png,center_1_case_7,center_1,10R,0
center_1_case_7_11L.png,center_1_case_7,center_1,11L,0
center_1_case_7_11R.png,center_1_case_7,center_1,11R,0
center_1_case_7_12L.png,center_1_case_7,center_1,12L,0
center_1_case_7_12R.png,center_1_case_7,center_1,12R,0
center_1_case_7_13L.png,center_1_case_7,center_1,13L,0
center_1_case_7_13R.png,center_1_case_7,center_1,13R,0
center_1_case_7_6L.png,center_1_case_7,center_1,6L,0
center_1_case_7_6R.png,center_1_case_7,center_1,6R,0
center_1_case_7_7L.png,center_1_case_7,center_1,7L,0
center_1_case_7_7R.png,center_1_case_7,center_1,7R,0
center_1_case_7_8.png,center_1_case_7,center_1,8,0
center_1_case_7_9.png,center_1_case_7,center_1,9,0
center_1_case_8_10L.png,center_1_case_8,center_1,10L,0
center_1_case_8_10R.png,center_1_case_8,center_1,10R,0
center_1_case_8_11L.png,center_1_case_8,center_1,11L,0
center_1_case_8_11R.png,center_1_case_8,center_1,11R,0
center_1_case_8_12L.png,center_1_case_8,center_1,12L,0
center_1_case_8_12R.png,center_1_case_8,center_1,12R,0
center_1_case_8_13L.png,center_1_case_8,center_1,13L,0
center_1_case_8_13R.png,center_1_case_8,center_1,13R,0
center_1_case_8_6L.png,center_1_case_8,center_1,6L,0
center_1_case_8_6R.png,center_1_case_8,center_1,6R,0
center_1_case_8_7L.png,center_1_case_8,center_1,7L,0
center_1_case_8_7R.png,center_1_case_8,center_1,7R,0
center_1_case_8_8.png,center_1_case_8,center_1,8,0
center_1_case_8_9.png,center_1_case_8,center_1,9,0
center_1_case_9_10L.png,center_1_case_9,center_1,10L,0
center_1_case_9_10R.png,center_1_case_9,center_1,10R,0
center_1_case_9_11L.png,center_1_case_9,center_1,11L,0
center_1_case_9_11R.png,center_1_case_9,center_1,11R,0
center_1_case_9_12L.png,center_1_case_9,center_1,12L,0
center_1_case_9_12R.png,center_1_case_9,center_1,12R,0
center_1_case_9_13L.png,center_1_case_9,center_1,13L,0
center_1_case_9_13R.png,center_1_case_9,center_1,13R,0
center_1_case_9_6L.png,center_1_case_9,center_1,6L,0
center_1_case_9_6R.png,center_1_case_9,center_1,6R,0
center_1_case_9_7L.png,center_1_case_9,center_1,7L,0
center_1_case_9_7R.png,center_1_case_9,center_1,7R,0
center_1_case_9_8.png,center_1_case_9,center_1,8,0
center_1_case_9_9.png,center_1_case_9,center_1,9,0
center_2_case_2_10L.png,center_2_case_2,center_2,10L,1
center_2_case_2_10R.png,center_2_case_2,center_2,10R,1
center_2_case_2_11L.png,center_2_case_2,center_2,11L,1
center_2_case_2_11R.png,center_2_case_2,center_2,11R,1
center_2_case_2_12L.png,center_2_case_2,center_2,12L,1
center_2_case_2_13L.png,center_2_case_2,center_2,13L,1
center_2_case_2_13R.png,center_2_case_2,center_2,13R,1
center_2_case_2_6L.png,center_2_case_2,center_2,6L,1
center_2_case_2_6R.png,center_2_case_2,center_2,6R,1
center_2_case_2_7L.png,center_2_case_2,center_2,7L,1
center_2_case_2_7R.png,center_2_case_2,center_2,7R,1
center_2_case_2_8.png,center_2_case_2,center_2,8,1
center_2_case_2_9.png,center_2_case_2,center_2,9,1
center_2_case_3_10L.png,center_2_case_3,center_2,10L,1
center_2_case_3_10R.png,center_2_case_3,center_2,10R,1
center_2_case_3_11L.png,center_2_case_3,center_2,11L,1
center_2_case_3_11R.png,center_2_case_3,center_2,11R,1
center_2_case_3_12L.png,center_2_case_3,center_2,12L,1
center_2_case_3_12R.png,center_2_case_3,center_2,12R,1
center_2_case_3_13L.png,center_2_case_3,center_2,13L,1
center_2_case_3_7L.png,center_2_case_3,center_2,7L,1
center_2_case_3_7R.png,center_2_case_3,center_2,7R,1
center_2_case_3_8.png,center_2_case_3,center_2,8,1
center_2_case_3_9.png,center_2_case_3,center_2,9,1
center_2_case_4_10L.png,center_2_case_4,center_2,10L,1
center_2_case_4_10R.png,center_2_case_4,center_2,10R,1
center_2_case_4_11L.png,center_2_case_4,center_2,11L,1
center_2_case_4_11R.png,center_2_case_4,center_2,11R,1
center_2_case_4_12L.png,center_2_case_4,center_2,12L,1
center_2_case_4_12R.png,center_2_case_4,center_2,12R,1
center_2_case_4_13L.png,center_2_case_4,center_2,13L,1
center_2_case_4_13R.png,center_2_case_4,center_2,13R,1
center_2_case_4_7L.png,center_2_case_4,center_2,7L,1
center_2_case_4_7R.png,center_2_case_4,center_2,7R,1
center_2_case_4_8.png,center_2_case_4,center_2,8,1
center_2_case_4_9.png,center_2_case_4,center_2,9,1
center_2_case_5_10L.png,center_2_case_5,center_2,10L,1
center_2_case_5_10R.png,center_2_case_5,center_2,10R,1
center_2_case_5_11R.png,center_2_case_5,center_2,11R,1
center_2_case_5_12L.png,center_2_case_5,center_2,12L,1
center_2_case_5_12R.png,center_2_case_5,center_2,12R,1
center_2_case_5_13L.png,center_2_case_5,center_2,13L,1
center_2_case_5_13R.png,center_2_case_5,center_2,13R,1
center_2_case_5_6L.png,center_2_case_5,center_2,6L,1
center_2_case_5_6R.png,center_2_case_5,center_2,6R,1
center_2_case_5_7L.png,center_2_case_5,center_2,7L,1
center_2_case_5_7R.png,center_2_case_5,center_2,7R,1
center_2_case_5_8.png,center_2_case_5,center_2,8,1
center_2_case_5_9.png,center_2_case_5,center_2,9,1
center_2_case_6_10L.png,center_2_case_6,center_2,10L,1
center_2_case_6_10R.png,center_2_case_6,center_2,10R,1
center_2_case_6_11L.png,center_2_case_6,center_2,11L,1
center_2_case_6_11R.png,center_2_case_6,center_2,11R,1
center_2_case_6_12L.png,center_2_case_6,center_2,12L,1
center_2_case_6_12R.png,center_2_case_6,center_2,12R,1
center_2_case_6_13L.png,center_2_case_6,center_2,13L,1
center_2_case_6_13R.png,center_2_case_6,center_2,13R,1
center_2_case_6_7L.png,center_2_case_6,center_2,7L,1
center_2_case_6_7R.png,center_2_case_6,center_2,7R,1
center_2_case_6_8.png,center_2_case_6,center_2,8,1
center_2_case_6_9.png,center_2_case_6,center_2,9,1
center_2_case_7_10L.png,center_2_case_7,center_2,10L,1
center_2_case_7_10R.png,center_2_case_7,center_2,10R,1
center_2_case_7_11L.png,center_2_case_7,center_2,11L,1
center_2_case_7_11R.png,center_2_case_7,center_2,11R,1
center_2_case_7_12L.png,center_2_case_7,center_2,12L,1
center_2_case_7_12R.png,center_2_case_7,center_2,12R,1
center_2_case_7_13L.png,center_2_case_7,center_2,13L,1
center_2_case_7_13R.png,center_2_case_7,center_2,13R,1
center_2_case_7_7L.png,center_2_case_7,center_2,7L,1
center_2_case_7_7R.png,center_2_case_7,center_2,7R,1
center_2_case_7_8.png,center_2_case_7,center_2,8,1
center_2_case_7_9.png,center_2_case_7,center_2,9,1
center_2_case_8_10R.png,center_2_case_8,center_2,10R,1
center_2_case_8_11L.png,center_2_case_8,center_2,11L,1
center_2_case_8_11R.png,center_2_case_8,center_2,11R,1
center_2_case_8_12L.png,center_2_case_8,center_2,12L,1
center_2_case_8_12R.png,center_2_case_8,center_2,12R,1
center_2_case_8_13L.png,center_2_case_8,center_2,13L,1
center_2_case_8_13R.png,center_2_case_8,center_2,13R,1
center_2_case_8_6L.png,center_2_case_8,center_2,6L,1
center_2_case_8_7L.png,center_2_case_8,center_2,7L,1
center_2_case_8_7R.png,center_2_case_8,center_2,7R,1
center_2_case_8_8.png,center_2_case_8,center_2,8,1
center_2_case_8_9.png,center_2_case_8,center_2,9,1
center_2_case_9_10L.png,center_2_case_9,center_2,10L,1
center_2_case_9_10R.png,center_2_case_9,center_2,10R,1
center_2_case_9_11L.png,center_2_case_9,center_2,11L,1
center_2_case_9_11R.png,center_2_case_9,center_2,11R,1
center_2_case_9_12L.png,center_2_case_9,center_2,12L,1
center_2_case_9_12R.png,center_2_case_9,center_2,12R,1
center_2_case_9_13L.png,center_2_case_9,center_2,13L,1
center_2_case_9_13R.png,center_2_case_9,center_2,13R,1
center_2_case_9_7L.png,center_2_case_9,center_2,7L,1
center_2_case_9_8.png,center_2_case_9,center_2,8,1
center_2_case_9_9.png,center_2_case_9,center_2,9,1
center_3_case_2_10L.png,center_3_case_2,center_3,10L,2
center_3_case_2_10R.png,center_3_case_2,center_3,10R,2
center_3_case_2_11L.png,center_3_case_2,center_3,11L,2
center_3_case_2_11R.png,center_3_case_2,center_3,11R,2
center_3_case_2_12L.png,center_3_case_2,center_3,12L,2
center_3_case_2_12R.png,center_3_case_2,center_3,12R,2
center_3_case_2_13R.png,center_3_case_2,center_3,13R,2
center_3_case_2_6L.png,center_3_case_2,center_3,6L,2
center_3_case_2_6R.png,center_3_case_2,center_3,6R,2
center_3_case_2_7L.png,center_3_case_2,center_3,7L,2
center_3_case_2_7R.png,center_3_case_2,center_3,7R,2
center_3_case_2_8.png,center_3_case_2,center_3,8,2
center_3_case_2_9.png,center_3_case_2,center_3,9,2
center_3_case_3_10L.png,center_3_case_3,center_3,10L,2
center_3_case_3_10R.png,center_3_case_3,center_3,10R,2
center_3_case_3_11L.png,center_3_case_3,center_3,11L,2
center_3_case_3_11R.png,center_3_case_3,center_3,11R,2
center_3_case_3_12L.png,center_3_case_3,center_3,12L,2
center_3_case_3_12R.png,center_3_case_3,center_3,12R,2
center_3_case_3_13L.png,center_3_case_3,center_3,13L,2
center_3_case_3_6L.png,center_3_case_3,center_3,6L,2
center_3_case_3_6R.png,center_3_case_3,center_3,6R,2
center_3_case_3_7L.png,center_3_case_3,center_3,7L,2
center_3_case_3_7R.png,center_3_case_3,center_3,7R,2
center_3_case_3_8.png,center_3_case_3,center_3,8,2
center_3_case_3_9.png,center_3_case_3,center_3,9,2
center_3_case_3_na_station_1.png,center_3_case_3,center_3,na_station_1,2
center_3_case_4_10R.png,center_3_case_4,center_3,10R,2
center_3_case_4_11L.png,center_3_case_4,center_3,11L,2
center_3_case_4_11R.png,center_3_case_4,center_3,11R,2
center_3_case_4_12L.png,center_3_case_4,center_3,12L,2
center_3_case_4_12R.png,center_3_case_4,center_3,12R,2
center_3_case_4_13L.png,center_3_case_4,center_3,13L,2
center_3_case_4_13R.png,center_3_case_4,center_3,13R,2
center_3_case_4_6L.png,center_3_case_4,center_3,6L,2
center_3_case_4_6R.png,center_3_case_4,center_3,6R,2
center_3_case_4_7L.png,center_3_case_4,center_3,7L,2
center_3_case_4_7R.png,center_3_case_4,center_3,7R,2
center_3_case_4_9.png,center_3_case_4,center_3,9,2
center_3_case_5_10L.png,center_3_case_5,center_3,10L,2
center_3_case_5_10R.png,center_3_case_5,center_3,10R,2
center_3_case_5_11L.png,center_3_case_5,center_3,11L,2
center_3_case_5_11R.png,center_3_case_5,center_3,11R,2
center_3_case_5_12L.png,center_3_case_5,center_3,12L,2
center_3_case_5_12R.png,center_3_case_5,center_3,12R,2
center_3_case_5_13L.png,center_3_case_5,center_3,13L,2
center_3_case_5_13R.png,center_3_case_5,center_3,13R,2
center_3_case_5_6L.png,center_3_case_5,center_3,6L,2
center_3_case_5_6R.png,center_3_case_5,center_3,6R,2
center_3_case_5_7L.png,center_3_case_5,center_3,7L,2
center_3_case_5_7R.png,center_3_case_5,center_3,7R,2
center_3_case_5_8.png,center_3_case_5,center_3,8,2
center_3_case_5_9.png,center_3_case_5,center_3,9,2
center_3_case_6_10L.png,center_3_case_6,center_3,10L,2
center_3_case_6_10R.png,center_3_case_6,center_3,10R,2
center_3_case_6_11L.png,center_3_case_6,center_3,11L,2
center_3_case_6_11R.png,center_3_case_6,center_3,11R,2
center_3_case_6_12L.png,center_3_case_6,center_3,12L,2
center_3_case_6_12R.png,center_3_case_6,center_3,12R,2
center_3_case_6_13L.png,center_3_case_6,center_3,13L,2
center_3_case_6_13R.png,center_3_case_6,center_3,13R,2
center_3_case_6_6L.png,center_3_case_6,center_3,6L,2
center_3_case_6_6R.png,center_3_case_6,center_3,6R,2
center_3_case_6_7L.png,center_3_case_6,center_3,7L,2
center_3_case_6_7R.png,center_3_case_6,center_3,7R,2
center_3_case_6_9.png,center_3_case_6,center_3,9,2
center_4_case_2_10L.png,center_4_case_2,center_4,10L,3
center_4_case_2_10R.png,center_4_case_2,center_4,10R,3
center_4_case_2_11L.png,center_4_case_2,center_4,11L,3
center_4_case_2_12L.png,center_4_case_2,center_4,12L,3
center_4_case_2_12R.png,center_4_case_2,center_4,12R,3
center_4_case_2_13L.png,center_4_case_2,center_4,13L,3
center_4_case_2_13R.png,center_4_case_2,center_4,13R,3
center_4_case_2_6R.png,center_4_case_2,center_4,6R,3
center_4_case_2_7L.png,center_4_case_2,center_4,7L,3
center_4_case_2_7R.png,center_4_case_2,center_4,7R,3
center_4_case_2_9.png,center_4_case_2,center_4,9,3
center_4_case_3_10R.png,center_4_case_3,center_4,10R,3
center_4_case_3_11L.png,center_4_case_3,center_4,11L,3
center_4_case_3_11R.png,center_4_case_3,center_4,11R,3
center_4_case_3_12L.png,center_4_case_3,center_4,12L,3
center_4_case_3_12R.png,center_4_case_3,center_4,12R,3
center_4_case_3_13L.png,center_4_case_3,center_4,13L,3
center_4_case_3_13R.png,center_4_case_3,center_4,13R,3
center_4_case_3_6L.png,center_4_case_3,center_4,6L,3
center_4_case_3_6R.png,center_4_case_3,center_4,6R,3
center_4_case_3_7L.png,center_4_case_3,center_4,7L,3
center_4_case_3_7R.png,center_4_case_3,center_4,7R,3
center_4_case_3_8.png,center_4_case_3,center_4,8,3
center_4_case_3_9.png,center_4_case_3,center_4,9,3
center_4_case_4_10L.png,center_4_case_4,center_4,10L,3
center_4_case_4_10R.png,center_4_case_4,center_4,10R,3
center_4_case_4_11L.png,center_4_case_4,center_4,11L,3
center_4_case_4_11R.png,center_4_case_4,center_4,11R,3
center_4_case_4_12L.png,center_4_case_4,center_4,12L,3
center_4_case_4_12R.png,center_4_case_4,center_4,12R,3
center_4_case_4_13L.png,center_4_case_4,center_4,13L,3
center_4_case_4_13R.png,center_4_case_4,center_4,13R,3
center_4_case_4_6L.png,center_4_case_4,center_4,6L,3
center_4_case_4_6R.png,center_4_case_4,center_4,6R,3
center_4_case_4_7L.png,center_4_case_4,center_4,7L,3
center_4_case_4_7R.png,center_4_case_4,center_4,7R,3
center_4_case_4_8.png,center_4_case_4,center_4,8,3
center_4_case_4_9.png,center_4_case_4,center_4,9,3
center_6_case_2_10L.png,center_6_case_2,center_6,10L,4
center_6_case_2_10R.png,center_6_case_2,center_6,10R,4
center_6_case_2_11L.png,center_6_case_2,center_6,11L,4
center_6_case_2_11R.png,center_6_case_2,center_6,11R,4
center_6_case_2_12L.png,center_6_case_2,center_6,12L,4
center_6_case_2_12R.png,center_6_case_2,center_6,12R,4
center_6_case_2_13L.png,center_6_case_2,center_6,13L,4
center_6_case_2_13R.png,center_6_case_2,center_6,13R,4
center_6_case_2_6L.png,center_6_case_2,center_6,6L,4
center_6_case_2_6R.png,center_6_case_2,center_6,6R,4
center_6_case_2_7L.png,center_6_case_2,center_6,7L,4
center_6_case_2_7R.png,center_6_case_2,center_6,7R,4
center_6_case_2_8.png,center_6_case_2,center_6,8,4
center_6_case_2_9.png,center_6_case_2,center_6,9,4
center_6_case_3_10L.png,center_6_case_3,center_6,10L,4
center_6_case_3_10R.png,center_6_case_3,center_6,10R,4
center_6_case_3_11L.png,center_6_case_3,center_6,11L,4
center_6_case_3_11R.png,center_6_case_3,center_6,11R,4
center_6_case_3_12L.png,center_6_case_3,center_6,12L,4
center_6_case_3_12R.png,center_6_case_3,center_6,12R,4
center_6_case_3_13L.png,center_6_case_3,center_6,13L,4
center_6_case_3_13R.png,center_6_case_3,center_6,13R,4
center_6_case_3_6L.png,center_6_case_3,center_6,6L,4
center_6_case_3_6R.png,center_6_case_3,center_6,6R,4
center_6_case_3_7L.png,center_6_case_3,center_6,7L,4
center_6_case_3_7R.png,center_6_case_3,center_6,7R,4
center_6_case_3_8.png,center_6_case_3,center_6,8,4
center_6_case_3_9.png,center_6_case_3,center_6,9,4
center_6_case_4_10L.png,center_6_case_4,center_6,10L,4
center_6_case_4_10R.png,center_6_case_4,center_6,10R,4
center_6_case_4_11L.png,center_6_case_4,center_6,11L,4
center_6_case_4_11R.png,center_6_case_4,center_6,11R,4
center_6_case_4_12L.png,center_6_case_4,center_6,12L,4
center_6_case_4_12R.png,center_6_case_4,center_6,12R,4
center_6_case_4_13L.png,center_6_case_4,center_6,13L,4
center_6_case_4_13R.png,center_6_case_4,center_6,13R,4
center_6_case_4_6L.png,center_6_case_4,center_6,6L,4
center_6_case_4_7L.png,center_6_case_4,center_6,7L,4
center_6_case_4_8.png,center_6_case_4,center_6,8,4
center_6_case_4_9.png,center_6_case_4,center_6,9,4
center_7_case_2_10L.png,center_7_case_2,center_7,10L,5
center_7_case_2_10R.png,center_7_case_2,center_7,10R,5
center_7_case_2_11L.png,center_7_case_2,center_7,11L,5
center_7_case_2_11R.png,center_7_case_2,center_7,11R,5
center_7_case_2_12L.png,center_7_case_2,center_7,12L,5
center_7_case_2_12R.png,center_7_case_2,center_7,12R,5
center_7_case_2_13L.png,center_7_case_2,center_7,13L,5
center_7_case_2_13R.png,center_7_case_2,center_7,13R,5
center_7_case_2_6L.png,center_7_case_2,center_7,6L,5
center_7_case_2_6R.png,center_7_case_2,center_7,6R,5
